address,community,date,link,price,size,title
龙华-布龙路与龙华和平路交叉口南120米,鸿荣源·尚峻花园,2023-03-07,https://sz.esf.fang.com/chushou/3_242736139.htm,7669000.0,107.41㎡,"【4号线龙胜地铁站】次新小区鸿荣源尚峻,高层精装四房"
华侨城-深圳市南山华侨城文化创意园香山西街,香山美墅四期,2023-03-07,https://sz.esf.fang.com/chushou/3_242300064.htm,20200000.0,150.84㎡,V 果岭最安静楼栋出房 超高楼层 景观无遮挡 精装修拎包入住
华侨城-深圳市南山华侨城文化创意园香山西街,香山美墅四期,2023-03-07,https://sz.esf.fang.com/chushou/3_242299946.htm,20200000.0,150.84㎡,"V 报价即成交价!美墅果岭景观房,4房双套房,全新装修拎包住"
华侨城-华侨城香山西街,香山美墅三期,2023-03-07,https://sz.esf.fang.com/chushou/3_242312812.htm,20599000.0,184.08㎡,"V 美墅三期新出百万顶装热点户型,中高楼层观景舒适,诚意出售"
平湖-佳兆业茗萃园,佳兆业茗萃园,2023-03-07,https://sz.esf.fang.com/chushou/3_242652520.htm,2438000.0,67.35㎡,房东又再一次降价啦!!243.80万2室 值!
西乡-广深路西乡段660号,骏景园,2023-03-07,https://sz.esf.fang.com/chushou/3_242791893.htm,650000.0,88.66㎡,地/铁笋盘 红本温馨3房 首付16万月租5500起 产权清晰
盐田港-盐田区明珠大道与明珠立交交叉口100米,鹏广达湾区壹号,2023-03-07,https://sz.esf.fang.com/chushou/3_242727186.htm,9000000.0,220㎡,"盐田标杆一手现楼,送100平,三个大阳台看山海景,湾区壹号"
松岗-沿河南路1号,松涛花园,2023-03-07,https://sz.esf.fang.com/chushou/3_242793757.htm,1686000.0,47.9㎡,投/资/壹/选 宝安松涛花园 精装两房 首付30万可按揭
公明-光明新区-南庄田园路3号,合众豪庭,2023-03-07,https://sz.esf.fang.com/chushou/3_242792225.htm,870000.0,88.94㎡,光明红花山公园地鉄 首付20万 可按揭 随时看房
福永-机场路1004号,企岗山花园,2023-03-07,https://sz.esf.fang.com/chushou/3_242791943.htm,660000.0,75㎡,近一号线机场东 首付18万 户型方正 采光好 看房有钥匙
华强-华强北街道福强社区振中路1号,玮鹏花园,2023-03-07,https://sz.esf.fang.com/chushou/3_242563731.htm,7671000.0,77.88㎡,"玮鹏一年难出一套的品质2房,可改三房,看花园安静,居家舒适"
华侨城-华侨城天鹅湖北部,新天鹅堡二期,2023-03-07,https://sz.esf.fang.com/chushou/3_242745153.htm,36375000.0,291㎡,特急巨笋260平4房!比同户型成交低700万!原购高400万
石岩-深圳市宝安区石岩街道育才路与顺达路交汇处,羊台山壹号,2023-03-07,https://sz.esf.fang.com/chushou/3_242792001.htm,600000.0,68㎡,近宝安石岩6号线 羊台山壹号 首付15万可按揭 业主增车位
"公明-光明大道南侧,同业路西侧",南太云创谷,2023-03-07,https://sz.esf.fang.com/chushou/3_242792144.htm,820000.0,62㎡,光明新区 花园大社区 总价80万 精装两房家私家电 看房
盐田港-盐田区明珠大道与明珠立交交叉口100米,鹏广达湾区壹号,2023-03-07,https://sz.esf.fang.com/chushou/3_242727374.htm,5200000.0,134㎡,本人现场销售 赠送100平 海景大平层真公寓 民用水电
华侨城-华侨城香山西街,香山美墅三期,2023-03-07,https://sz.esf.fang.com/chushou/3_242312878.htm,20822000.0,186.08㎡,V 关注美墅客户必看房! 2000出头入住香山美墅 捡漏房!
华侨城-深圳市南山华侨城文化创意园香山西街,香山美墅四期,2023-03-07,https://sz.esf.fang.com/chushou/3_242312990.htm,20500000.0,150.84㎡,"V 观高尔夫无遮挡,四期174平3+1房大阳台 来电询惊喜价"
平湖-融湖中心城二期,融湖中心城二期,2023-03-07,https://sz.esf.fang.com/chushou/3_242761776.htm,3825700.0,88.97㎡,融湖中心城(低于指导价)经典4居格局无浪费价钱可议
松岗-福永镇德丰路,发兴楼,2023-03-07,https://sz.esf.fang.com/chushou/3_242790664.htm,970000.0,82.28㎡,龙华繁华地段 首付28万可按揭 可租4500人气旺区
沙井-深圳市宝安区沙井街道北环路上善居,上善居,2023-03-07,https://sz.esf.fang.com/chushou/3_242791794.htm,680000.0,83㎡,沙井天虹商圈 一口价68万包税 精致装修3房 带车位
华侨城-华侨城天鹅湖北部,新天鹅堡,2023-03-07,https://sz.esf.fang.com/chushou/3_242745115.htm,32500000.0,260㎡,"业主急售,直降1KW,新出超高大平层,依山傍水俯瞰全深圳"
西乡-航城街道鹤洲社区洲石路739号,恒丰工业城,2023-03-07,https://sz.esf.fang.com/chushou/3_242792071.htm,620000.0,55㎡,西乡深中通道出口 首付18万可按揭 红本在手 看房方便
松岗-松岗沙江西路与朗碧路交汇处,中海西岸华府,2023-03-07,https://sz.esf.fang.com/chushou/3_242791914.htm,1397000.0,32.05㎡,投/资/选这里 天虹商圈 近松岗地鉄/口 首付30万可按揭
公明-别墅路1号,明景园,2023-03-07,https://sz.esf.fang.com/chushou/3_242792115.htm,830000.0,83㎡,公明繁华地段 首付20万 可租4500必选 有钥匙看房方便
华侨城-深圳市南山华侨城文化创意园香山西街,香山美墅四期,2023-03-07,https://sz.esf.fang.com/chushou/3_242312931.htm,21000000.0,150.84㎡,V 美墅四期必看抄底笋盘!单价总价历史新低!178平4居室
新安-32区公园路302号,上合花园,2023-03-07,https://sz.esf.fang.com/chushou/3_242793881.htm,850000.0,45.83㎡,天虹商圈 新安上合花园 首付25万 户型方正 看房有钥匙
平湖-佳兆业茗萃园,佳兆业茗萃园,2023-03-07,https://sz.esf.fang.com/chushou/3_242652540.htm,3637000.0,100.48㎡,"结合所有优点,躲避所有缺点,它就是经典。"
沙头角-梧桐山隧道口旁,半山悦海花园,2023-03-07,https://sz.esf.fang.com/chushou/3_242407359.htm,7448000.0,143.24㎡,30楼 地铁口物业 大平层4房 看全梧桐山景观
沙头角-壹海城·玺湾,壹海城·玺湾,2023-03-07,https://sz.esf.fang.com/chushou/3_242433247.htm,14500000.0,211㎡,29楼 2梯2户 首付5成 万科物业 看全海景
沙头角-罗沙路1021号,合泰御景翠峰,2023-03-07,https://sz.esf.fang.com/chushou/3_242419332.htm,13287000.0,259㎡,"一手新楼(南北通透,3梯2户,地铁口)御景翠峰"
