date,link,title
2023-02-18,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202302/t20230218_2155529.shtml,2023年2月18日新建商品房网签备案统计情况
2023-02-17,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202302/t20230217_2155362.shtml,2023年2月17日新建商品房网签备案统计情况
2023-02-16,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202302/t20230216_2154539.shtml,2023年2月16日新建商品房网签备案统计情况
2023-02-15,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202302/t20230215_2153649.shtml,2023年2月15日新建商品房网签备案统计情况
2023-02-14,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202302/t20230214_2152400.shtml,2023年2月14日新建商品房网签备案统计情况
2023-02-13,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202302/t20230213_2151442.shtml,2023年2月13日新建商品房网签备案统计情况
2023-02-12,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202302/t20230212_2150658.shtml,2023年2月12日新建商品房网签备案统计情况
2023-02-11,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202302/t20230211_2150551.shtml,2023年2月11日新建商品房网签备案统计情况
2023-02-10,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202302/t20230210_2150142.shtml,2023年2月10日新建商品房网签备案统计情况
2023-02-09,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202302/t20230209_2149253.shtml,2023年2月9日新建商品房网签备案统计情况
2023-02-08,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202302/t20230208_2148661.shtml,2023年2月8日新建商品房网签备案统计情况
2023-02-07,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202302/t20230207_2147579.shtml,2023年2月7日新建商品房网签备案统计情况
2023-02-06,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202302/t20230206_2146786.shtml,2023年2月6日新建商品房网签备案统计情况
2023-02-05,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202302/t20230205_2145994.shtml,2023年2月5日新建商品房网签备案统计情况
2023-02-04,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202302/t20230205_2145881.shtml,2023年2月4日新建商品房网签备案统计情况
2023-02-03,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202302/t20230203_2145489.shtml,2023年2月3日新建商品房网签备案统计情况
2023-02-02,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202302/t20230202_2144272.shtml,2023年2月2日新建商品房网签备案统计情况
2023-02-01,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202302/t20230201_2143206.shtml,2023年2月1日新建商品房网签备案统计情况
2023-01-31,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230131_2142335.shtml,2023年1月31日新建商品房网签备案统计情况
2023-01-30,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230130_2141170.shtml,2023年1月30日新建商品房网签备案统计情况
2023-01-29,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230129_2140333.shtml,2023年1月29日新建商品房网签备案统计情况
2023-01-28,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230128_2139558.shtml,2023年1月28日新建商品房网签备案统计情况
2023-01-27,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230127_2138923.shtml,2023年1月27日新建商品房网签备案统计情况
2023-01-26,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230126_2138852.shtml,2023年1月26日新建商品房网签备案统计情况
2023-01-25,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230125_2138782.shtml,2023年1月25日新建商品房网签备案统计情况
2023-01-24,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230124_2138746.shtml,2023年1月24日新建商品房网签备案统计情况
2023-01-23,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230123_2138700.shtml,2023年1月23日新建商品房网签备案统计情况
2023-01-22,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230122_2138623.shtml,2023年1月22日新建商品房网签备案统计情况
2023-01-21,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230121_2138579.shtml,2023年1月21日新建商品房网签备案统计情况
2023-01-20,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230120_2138447.shtml,2023年1月20日新建商品房网签备案统计情况
2023-01-19,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230119_2137465.shtml,2023年1月19日新建商品房网签备案统计情况
2023-01-18,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230118_2136414.shtml,2023年1月18日新建商品房网签备案统计情况
2023-01-17,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230117_2135272.shtml,2023年1月17日新建商品房网签备案统计情况
2023-01-16,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230116_2134321.shtml,2023年1月16日新建商品房网签备案统计情况
2023-01-15,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230115_2133384.shtml,2023年1月15日新建商品房网签备案统计情况
2023-01-14,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230114_2133211.shtml,2023年1月14日新建商品房网签备案统计情况
2023-01-13,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230113_2132158.shtml,2023年1月13日新建商品房网签备案统计情况
2023-01-12,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230112_2131084.shtml,2023年1月12日新建商品房网签备案统计情况
2023-01-11,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230111_2130115.shtml,2023年1月11日新建商品房网签备案统计情况
2023-01-10,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230110_2128316.shtml,2023年1月10日新建商品房网签备案统计情况
2023-01-09,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230109_2127327.shtml,2023年1月9日新建商品房网签备案统计情况
2023-01-08,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230108_2126616.shtml,2023年1月8日新建商品房网签备案统计情况
2023-01-07,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230107_2126499.shtml,2023年1月7日新建商品房网签备案统计情况
2023-01-06,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230106_2126336.shtml,2023年1月6日新建商品房网签备案统计情况
2023-01-05,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230105_2125441.shtml,2023年1月5日新建商品房网签备案统计情况
2023-01-04,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230104_2124558.shtml,2023年1月4日新建商品房网签备案统计情况
2023-01-03,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230103_2123869.shtml,2023年1月3日新建商品房网签备案统计情况
2023-01-02,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230102_2123128.shtml,2023年1月2日新建商品房网签备案统计情况
2023-01-01,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202301/t20230101_2123032.shtml,2023年1月1日新建商品房网签备案统计情况
2022-12-31,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221231_2122952.shtml,2022年12月31日新建商品房网签备案统计情况
2022-12-30,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221230_2122806.shtml,2022年12月30日新建商品房网签备案统计情况
2022-12-29,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221229_2121886.shtml,2022年12月29日新建商品房网签备案统计情况
2022-12-28,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221228_2121156.shtml,2022年12月28日新建商品房网签备案统计情况
2022-12-27,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221227_2120430.shtml,2022年12月27日新建商品房网签备案统计情况
2022-12-26,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221226_2119799.shtml,2022年12月26日新建商品房网签备案统计情况
2022-12-25,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221225_2119040.shtml,2022年12月25日新建商品房网签备案统计情况
2022-12-24,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221224_2118936.shtml,2022年12月24日新建商品房网签备案统计情况
2022-12-23,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221223_2118771.shtml,2022年12月23日新建商品房网签备案统计情况
2022-12-22,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221222_2118239.shtml,2022年12月22日新建商品房网签备案统计情况
2022-12-21,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221221_2117669.shtml,2022年12月21日新建商品房网签备案统计情况
2022-12-20,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221220_2117097.shtml,2022年12月20日新建商品房网签备案统计情况
2022-12-19,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221219_2116681.shtml,2022年12月19日新建商品房网签备案统计情况
2022-12-18,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221218_2116288.shtml,2022年12月18日新建商品房网签备案统计情况
2022-12-17,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221217_2116194.shtml,2022年12月17日新建商品房网签备案统计情况
2022-12-16,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221216_2116043.shtml,2022年12月16日新建商品房网签备案统计情况
2022-12-15,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221215_2115824.shtml,2022年12月15日新建商品房网签备案统计情况
2022-12-14,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221214_2115520.shtml,2022年12月14日新建商品房网签备案统计情况
2022-12-13,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221213_2115089.shtml,2022年12月13日新建商品房网签备案统计情况
2022-12-12,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221212_2114563.shtml,2022年12月12日新建商品房网签备案统计情况
2022-12-11,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221211_2114013.shtml,2022年12月11日新建商品房网签备案统计情况
2022-12-10,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221211_2113996.shtml,2022年12月10日新建商品房网签备案统计情况
2022-12-09,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221209_2113479.shtml,2022年12月9日新建商品房网签备案统计情况
2022-12-08,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221208_2112607.shtml,2022年12月8日新建商品房网签备案统计情况
2022-12-07,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221207_2111942.shtml,2022年12月7日新建商品房网签备案统计情况
2022-12-06,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221206_2111143.shtml,2022年12月6日新建商品房网签备案统计情况
2022-12-05,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221205_2110492.shtml,2022年12月5日新建商品房网签备案统计情况
2022-12-04,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221204_2109755.shtml,2022年12月4日新建商品房网签备案统计情况
2022-12-03,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221203_2109598.shtml,2022年12月3日新建商品房网签备案统计情况
2022-12-02,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221202_2109141.shtml,2022年12月2日新建商品房网签备案统计情况
2022-12-01,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202212/t20221201_2108292.shtml,2022年12月1日新建商品房网签备案统计情况
2022-11-30,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202211/t20221130_2107645.shtml,2022年11月30日新建商品房网签备案统计情况
2022-11-29,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202211/t20221129_2105959.shtml,2022年11月29日新建商品房网签备案统计情况
2022-11-28,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202211/t20221128_2104495.shtml,2022年11月28日新建商品房网签备案统计情况
2022-11-27,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202211/t20221127_2103641.shtml,2022年11月27日新建商品房网签备案统计情况
2022-11-26,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202211/t20221126_2103442.shtml,2022年11月26日新建商品房网签备案统计情况
2022-11-25,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202211/t20221125_2103045.shtml,2022年11月25日新建商品房网签备案统计情况
2022-11-24,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202211/t20221124_2102333.shtml,2022年11月24日新建商品房网签备案统计情况
2022-11-23,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202211/t20221123_2101713.shtml,2022年11月23日新建商品房网签备案统计情况
2022-11-22,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202211/t20221122_2100883.shtml,2022年11月22日新建商品房网签备案统计情况
2022-11-21,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202211/t20221121_2100231.shtml,2022年11月21日新建商品房网签备案统计情况
2022-11-20,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202211/t20221120_2099594.shtml,2022年11月20日新建商品房网签备案统计情况
2022-11-19,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202211/t20221119_2099426.shtml,2022年11月19日新建商品房网签备案统计情况
2022-11-18,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202211/t20221118_2099226.shtml,2022年11月18日新建商品房网签备案统计情况
2022-11-17,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202211/t20221117_2098263.shtml,2022年11月17日新建商品房网签备案统计情况
2022-11-16,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202211/t20221116_2096608.shtml,2022年11月16日新建商品房网签备案统计情况
2022-11-15,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202211/t20221115_2095814.shtml,2022年11月15日新建商品房网签备案统计情况
2022-11-14,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202211/t20221114_2094814.shtml,2022年11月14日新建商品房网签备案统计情况
2022-11-13,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202211/t20221114_2094849.shtml,2022年11月13日新建商品房网签备案统计情况
2022-11-12,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202211/t20221112_2093121.shtml,2022年11月12日新建商品房网签备案统计情况
2022-11-11,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202211/t20221111_2092898.shtml,2022年11月11日新建商品房网签备案统计情况
2022-11-10,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202211/t20221110_2092162.shtml,2022年11月10日新建商品房网签备案统计情况
2022-11-09,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202211/t20221109_2091536.shtml,2022年11月9日新建商品房网签备案统计情况
2022-11-08,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202211/t20221108_2090793.shtml,2022年11月8日新建商品房网签备案统计情况
2022-11-07,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202211/t20221107_2089679.shtml,2022年11月7日新建商品房网签备案统计情况
2022-11-06,http://fgj.wuhan.gov.cn/xxgk/xxgkml/sjfb/mrxjspfcjtjqk/202211/t20221106_2087778.shtml,2022年11月6日新建商品房网签备案统计情况
