date,house,housecode,link,price,region,size,title
2023-03-09,光谷东,104110260052,https://wh.lianjia.com/ershoufang/104110260052.html,288.0,统建天成美景 ,128.36,小区大三房两卫户型，边户采光好，可拎包入住
2023-03-09,白沙洲,104110236283,https://wh.lianjia.com/ershoufang/104110236283.html,159.0,新鑫佳苑 ,132.09,新鑫佳苑小区电梯房三房两厅两卫满五出售
2023-03-09,中北路,104110245078,https://wh.lianjia.com/ershoufang/104110245078.html,450.0,复地东湖国际二期 ,93.32,复地二期 南向小三房 高楼层日照采光好 产证满二
2023-03-09,唐家墩,104110246494,https://wh.lianjia.com/ershoufang/104110246494.html,265.0,万科汉口传奇唐樾 ,113.04,万科汉口传奇唐樾精装三房业主诚心出售
2023-03-09,徐东,104110249890,https://wh.lianjia.com/ershoufang/104110249890.html,262.0,正堂山外山 ,91.28,4/8双地铁口，正堂山外山，全新自住精装，客厅带阳台
2023-03-09,长港路,104110246638,https://wh.lianjia.com/ershoufang/104110246638.html,260.0,万科汉口传奇悦庭 ,121.05,万科汉口传奇悦庭精装三房业主诚心出售
2023-03-09,百步亭,104110239833,https://wh.lianjia.com/ershoufang/104110239833.html,180.0,万锦江城 ,82.93,万锦江城南向两房 中间楼层 采光视野好
2023-03-09,白沙洲,104110281254,https://wh.lianjia.com/ershoufang/104110281254.html,98.0,青菱城市花园一期 ,89.66,青菱小洋房，电梯中间楼层，不临街，产证满5年
2023-03-09,沌口,104110263550,https://wh.lianjia.com/ershoufang/104110263550.html,85.0,实地君兰汀岸 ,104.57,精装交付，可直接入住。绿化好，一线看江
2023-03-09,四新,104110242235,https://wh.lianjia.com/ershoufang/104110242235.html,188.0,招商公园1872御府 ,116.48,通透户型，前面没遮挡，采光好！
2023-03-09,中南丁字桥,104110257883,https://wh.lianjia.com/ershoufang/104110257883.html,310.0,省建设厅宿舍 ,109.9,中南路14号双地铁口 单价2.8万学府房，位置好，价格低
2023-03-09,百步亭,104110167050,https://wh.lianjia.com/ershoufang/104110167050.html,215.0,福星惠誉榜YOUNG ,104.62,福星惠誉榜样 精装修 三房 客厅带阳台没住过
2023-03-09,盘龙城,104110216555,https://wh.lianjia.com/ershoufang/104110216555.html,99.0,恒大龙城 ,128.34,精装修大三房，次新小区，老证无贷
2023-03-09,王家湾,104110244492,https://wh.lianjia.com/ershoufang/104110244492.html,202.0,保利香颂一期 ,122.61,店长推荐，房子老证好户型，房东诚心卖，，，
2023-03-09,后湖,104110201723,https://wh.lianjia.com/ershoufang/104110201723.html,178.0,鼎盛华城 ,89.39,地铁口 精装三房 得10平面积 小区中间
2023-03-09,百步亭,104110171467,https://wh.lianjia.com/ershoufang/104110171467.html,166.0,万锦江城 ,79.94,急售房源  物业好 怡康 汉铁
2023-03-09,藏龙岛,104110207074,https://wh.lianjia.com/ershoufang/104110207074.html,125.0,保利清能西海岸北区 ,91.58,汤逊湖金融港湿地公园保利清能西海岸三房边户。
2023-03-09,金融港,104110202447,https://wh.lianjia.com/ershoufang/104110202447.html,105.0,宜家龙臣 ,116.56,汤逊湖畔低密洋房，公摊小，通透三房
2023-03-09,金融港,104110260214,https://wh.lianjia.com/ershoufang/104110260214.html,132.0,万科魅力之城南区 ,59.51,此房满两年，中高楼层很安静，视野开阔，采光好
2023-03-09,台北香港路,104110271328,https://wh.lianjia.com/ershoufang/104110271328.html,95.0,长江日报宿舍 ,71.51,长江日报宿舍2-1-1-1 71.51m²
2023-03-09,盘龙城,104110234527,https://wh.lianjia.com/ershoufang/104110234527.html,100.0,罗纳河谷 ,146.67,罗纳河谷 单价低 证满两年 通透 户型方正 随时看
2023-03-09,光谷东,104110247658,https://wh.lianjia.com/ershoufang/104110247658.html,185.0,北大资源山水年华二期 ,98.4,光谷7路 华为旁 北大资源山水年华 通透三居室 满二
2023-03-09,卓刀泉,104110230191,https://wh.lianjia.com/ershoufang/104110230191.html,379.0,保利蓝海郡 ,152.81,"南湖边大四房,全新精装修诚心出售 拎包入住"
2023-03-09,沌口,104110225880,https://wh.lianjia.com/ershoufang/104110225880.html,126.0,东风阳光城四期 ,103.0,电梯高楼层采光好，跟楼下115平一个户型
2023-03-09,白沙洲,104110200490,https://wh.lianjia.com/ershoufang/104110200490.html,178.0,东原启城一期 ,113.08,店长推荐 毛坯复式 不临轻轨 好楼层
2023-03-09,中法生态城,104110227177,https://wh.lianjia.com/ershoufang/104110227177.html,117.0,恒大绿洲 ,129.82,房子装修漂亮，朝南采光充足，小区环境优美，楼层适中
2023-03-09,金银湖,104110206710,https://wh.lianjia.com/ershoufang/104110206710.html,77.0,博大海蓝湾 ,86.54,博大海蓝湾 老证 看湖 精装两房
2023-03-09,金银湖,104110254337,https://wh.lianjia.com/ershoufang/104110254337.html,128.0,庭瑞新汉口 ,83.75,庭瑞新汉口全新装修，中间楼层，开阔大两房
2023-03-09,文化大道,104110172448,https://wh.lianjia.com/ershoufang/104110172448.html,155.0,江南新天地 ,111.17,中楼层，开发商装修，拎包入住，前后没有遮挡
2023-03-09,文化大道,104110225912,https://wh.lianjia.com/ershoufang/104110225912.html,162.0,菩提苑一期 ,124.84,菩提苑精装大3房 户型方正 视野开阔无遮挡 拎包入住
2023-03-09,后官湖,104110202162,https://wh.lianjia.com/ershoufang/104110202162.html,80.0,东风凤凰城 ,122.19,东风凤凰城 大三房 业主诚售   看房方便
2023-03-09,新南湖,104110277924,https://wh.lianjia.com/ershoufang/104110277924.html,178.0,保利中央公馆 ,86.71,12号线 朝南两房 婚房装修 楼层采光佳 满五唯一
2023-03-09,蔡甸城区,104110232577,https://wh.lianjia.com/ershoufang/104110232577.html,52.0,丽水新城 ,122.0,此房是次顶楼，精装修，户型通透，采光好，拎包入住。
2023-03-09,黄家湖,104110215802,https://wh.lianjia.com/ershoufang/104110215802.html,129.0,东原湖光里 ,93.98,五小旁边  东原湖光里小区  业主精装自住三房
2023-03-09,塔子湖,104110153282,https://wh.lianjia.com/ershoufang/104110153282.html,158.0,汉口花园一期 ,107.9,汉口花园一期 不临街 地铁口 总价低三房
2023-03-09,金银湖,104110224697,https://wh.lianjia.com/ershoufang/104110224697.html,85.0,恒大城 ,92.73,一线看湖视野开阔，朝南2房， 园林式小区，配套完善
2023-03-09,堤角,104110210092,https://wh.lianjia.com/ershoufang/104110210092.html,155.0,佰昌公馆B区 ,105.98,老证  1.21号地铁  南北三房 高层江景一览无疑
2023-03-09,珞狮南路,104110248092,https://wh.lianjia.com/ershoufang/104110248092.html,152.0,珞珈雅苑 ,89.73,珞狮南路 8号线地铁口  不临高架 产证满二
2023-03-09,四新,104110197337,https://wh.lianjia.com/ershoufang/104110197337.html,193.0,广电兰亭盛荟 ,101.88,高层采光视野好，看房方便诚心出售，老证省税
2023-03-09,后湖,104110252087,https://wh.lianjia.com/ershoufang/104110252087.html,105.0,东方恒星园 ,77.05,此房老证楼层好，朝南对着小区安静通透采光好紧靠永旺
2023-03-09,白沙洲,104110209102,https://wh.lianjia.com/ershoufang/104110209102.html,185.0,清能清江锦城一期 ,111.13,精装三房，近地铁，近公园，楼层好不临街
2023-03-09,盘龙城,104110250074,https://wh.lianjia.com/ershoufang/104110250074.html,98.0,恒达·盘龙湾荷苑 ,109.03,奥特莱斯商圈7号线腾龙大道站600米南北三房
2023-03-09,常青花园,104110226833,https://wh.lianjia.com/ershoufang/104110226833.html,378.5,新康苑 ,303.18,精装复式，看房方便，诚心出售，常青树
2023-03-09,长港路,104110198570,https://wh.lianjia.com/ershoufang/104110198570.html,172.0,福星城南区 ,96.77,福星城南区  南北向三房 采光通风好 老证 随时可看
2023-03-09,老南湖,104110260191,https://wh.lianjia.com/ershoufang/104110260191.html,163.0,保利公园九里 ,90.52,保利精装3房，采光视野好，满二
2023-03-09,新南湖,104110203977,https://wh.lianjia.com/ershoufang/104110203977.html,356.0,金地格林小城莱茵区 ,138.22,精装三房 一楼带65平院子 不临街 满五唯一 上英格Z学
2023-03-09,金融港,104110253381,https://wh.lianjia.com/ershoufang/104110253381.html,189.0,当代国际花园四期 ,93.32,当代国际花园地铁口，满五年唯一无贷款，两房诚心急售
2023-03-09,白沙洲,104110207596,https://wh.lianjia.com/ershoufang/104110207596.html,156.0,保利上城 ,95.31,产证满二，中间楼层，保利品牌地铁口，看房方便
2023-03-09,华科大,104110202724,https://wh.lianjia.com/ershoufang/104110202724.html,193.6,万科嘉园光谷的光 ,91.67,万科嘉园光谷的光 3室2厅 南
2023-03-09,纸坊,104110289985,https://wh.lianjia.com/ershoufang/104110289985.html,125.0,百步亭江南郡 ,112.84,百步亭江南郡 3房洋房 户型好采光好，证满125万
2023-03-09,光谷东,104110190435,https://wh.lianjia.com/ershoufang/104110190435.html,178.0,朗诗里程 ,89.81,此房产权证满二年，无增值税；经济三房，交通便利
2023-03-09,后湖,104110206638,https://wh.lianjia.com/ershoufang/104110206638.html,85.0,兴和嘉园 ,87.17,老证精装两房   南北户型  诚心出售
2023-03-09,卓刀泉,104110257842,https://wh.lianjia.com/ershoufang/104110257842.html,410.0,城投瀚城 ,139.79,南湖边小高层11层一梯一户，环境优雅
2023-03-09,珞狮南路,104110188851,https://wh.lianjia.com/ershoufang/104110188851.html,230.0,珞珈雅苑 ,134.94,精装修通透大三房 中高楼层采光好 满五唯一税费少
2023-03-09,光谷东,104110217925,https://wh.lianjia.com/ershoufang/104110217925.html,248.0,光谷188国际社区 ,108.88,光谷188地铁口房 三房朝南 楼层采光好 诚意出售
2023-03-09,塔子湖,104110283239,https://wh.lianjia.com/ershoufang/104110283239.html,171.0,汇悦天地二期 ,85.07,次新小区，精装修朝南户，全屋暖气，型视野开阔
2023-03-09,庙山,104110245794,https://wh.lianjia.com/ershoufang/104110245794.html,115.0,保利海上五月花一期 ,112.21,四房两卫，户型方正 满五唯一 中楼层  一线湖景
2023-03-09,沌口,104110177619,https://wh.lianjia.com/ershoufang/104110177619.html,124.0,嘎纳印象 ,89.05,安静套内使用面积大 ，配套齐全，交通出行方便 老证
2023-03-09,纸坊,104110190985,https://wh.lianjia.com/ershoufang/104110190985.html,100.0,香榭花都 ,92.39,此房满五唯一，前后无遮挡，采光好
2023-03-09,沌口,104110271170,https://wh.lianjia.com/ershoufang/104110271170.html,68.0,实地君兰汀岸 ,89.96,实地君兰汀岸 高楼层 老证三房 诚意出售
2023-03-09,百步亭,104110287330,https://wh.lianjia.com/ershoufang/104110287330.html,215.0,银泰御华园三期 ,97.85,【贝壳推荐】地铁口 育才怡康 南北向 电梯三房 精装修
2023-03-09,藏龙岛,104110267926,https://wh.lianjia.com/ershoufang/104110267926.html,98.0,瑞和华府 ,87.97,瑞和华府三房，业主诚心出售，方便看房
2023-03-09,虎泉杨家湾,104110270474,https://wh.lianjia.com/ershoufang/104110270474.html,350.0,保利华都 ,117.97,客餐厅南北通透带阳台，三间卧室窗户全开
2023-03-09,纸坊,104110254879,https://wh.lianjia.com/ershoufang/104110254879.html,110.0,龙山观邸 ,122.81,龙山观邸 3室2厅 南
2023-03-09,虎泉杨家湾,104110090265,https://wh.lianjia.com/ershoufang/104110090265.html,336.0,保利华都 ,117.97,保利华都，南北通透，证满五年，出门2号线，中间楼层
2023-03-09,关山大道,104110035594,https://wh.lianjia.com/ershoufang/104110035594.html,202.0,长航蓝晶国际B区 ,72.17,关山大道好地段 精装3房满2年机会房
2023-03-09,长港路,104110002029,https://wh.lianjia.com/ershoufang/104110002029.html,282.0,电建地产盛世江城 ,110.1,盛世江城，前排通透户型三房，自住精装修，满二
2023-03-09,文化大道,104110036239,https://wh.lianjia.com/ershoufang/104110036239.html,136.5,江郡华府 ,113.97,文化大道地铁口好楼层毛坯三房 。
2023-03-09,光谷东,104110009030,https://wh.lianjia.com/ershoufang/104110009030.html,138.0,碧桂园生态城左岸 ,94.53,95平湖景三房 近地铁 中高楼层
2023-03-09,光谷南,104110131768,https://wh.lianjia.com/ershoufang/104110131768.html,228.0,绿地国际理想城四期 ,117.12,绿地理想城 精装 次新 大三房 未入住 钻石楼层 急售
2023-03-09,光谷东,104110039289,https://wh.lianjia.com/ershoufang/104110039289.html,150.0,碧桂园生态城左岸 ,105.57,碧桂园生态城左岸 3室2厅 南 北
2023-03-09,老南湖,104110121937,https://wh.lianjia.com/ershoufang/104110121937.html,419.0,博雅苑 ,177.22,大平层满5年南北通透，楼层好视野开阔，采光充足
2023-03-09,宗关,104110132118,https://wh.lianjia.com/ershoufang/104110132118.html,297.0,融侨锦江 ,133.89,一线临江 一线看江 精装修 老证
2023-03-09,长丰常码头,104110124690,https://wh.lianjia.com/ershoufang/104110124690.html,128.0,华润翡翠城一期 ,97.3,【贝壳优选】中间楼层采光好，总价低
2023-03-09,珞狮南路,104110077774,https://wh.lianjia.com/ershoufang/104110077774.html,174.6,保利心语八期 ,95.7,精装修 南北三居室 随时看房 满五年
2023-03-09,金银湖,104110146167,https://wh.lianjia.com/ershoufang/104110146167.html,110.0,祥生柏景湾二期 ,100.16,近地铁万达 祥生君城 看湖 精装三房 诚心出售！
2023-03-09,四新,104110151296,https://wh.lianjia.com/ershoufang/104110151296.html,158.0,国博新城三期泊雅居 ,107.19,毛坯三房 东南 看园林 楼层好 采光好
2023-03-09,光谷东,104110081702,https://wh.lianjia.com/ershoufang/104110081702.html,208.0,朗诗里程 ,107.41,光谷朗诗城，三房两卫双阳台，满二，房东诚售
2023-03-09,金银湖,104110077035,https://wh.lianjia.com/ershoufang/104110077035.html,178.0,万丰丰泽园 ,112.08,一楼小别墅，有花园有地下室，交通便利
2023-03-09,白沙洲,104110150195,https://wh.lianjia.com/ershoufang/104110150195.html,195.0,东原启城二期 ,107.1,店长推荐 东原启城二期精装三房 诚心出售
2023-03-09,新南湖,104110075940,https://wh.lianjia.com/ershoufang/104110075940.html,195.0,保利中央公馆 ,89.32,新小区 中间楼层 精装 满五 随时可看
2023-03-09,新南湖,104110030334,https://wh.lianjia.com/ershoufang/104110030334.html,207.0,保利中央公馆 ,93.57,保利公馆 满二 准新装修通透三房 好楼层 随时看房
2023-03-09,王家湾,104110135884,https://wh.lianjia.com/ershoufang/104110135884.html,240.0,南国明珠一期 ,134.92,南国明珠一期  精装三房 中间楼层 采光好
2023-03-09,卓刀泉,104110146197,https://wh.lianjia.com/ershoufang/104110146197.html,141.0,外经贸学院职工宿舍 ,81.58,两证满五唯一 正南朝向 采光好 生活配套齐全
2023-03-09,长港路,104110151860,https://wh.lianjia.com/ershoufang/104110151860.html,130.0,万科锦园 ,81.81,万科锦园产证满二，12号线地铁口，精装修
2023-03-09,金融港,104110109273,https://wh.lianjia.com/ershoufang/104110109273.html,135.0,藏龙新城 ,123.5,光谷金融港，地铁2号线，满五少税，精装大三房 急售！
2023-03-09,宗关,104110053305,https://wh.lianjia.com/ershoufang/104110053305.html,171.5,保利香槟国际 ,90.24,地铁口小三房 山鹰 沃尔玛南国西汇 出行生活方便
2023-03-09,堤角,104110035074,https://wh.lianjia.com/ershoufang/104110035074.html,165.0,佰昌公馆A区 ,110.28,佰昌公馆，堤角轻轨站，5年内次新房，精装三房，老证
2023-03-09,后湖,104110087726,https://wh.lianjia.com/ershoufang/104110087726.html,213.0,新地盛世东方 ,123.25,【贝壳精选】小区中间不吵，通透户型，居家装修有地暖
2023-03-09,后湖,104110135985,https://wh.lianjia.com/ershoufang/104110135985.html,188.0,二七新江岸生活广场 ,138.58,地铁口，老证，南北通透三房，景观楼层
2023-03-09,光谷南,104110101746,https://wh.lianjia.com/ershoufang/104110101746.html,210.0,绿地国际理想城三期 ,105.41,满2！小区中间楼栋！中间楼层！无抵押绿地国际理想城
2023-03-09,光谷东,104110098941,https://wh.lianjia.com/ershoufang/104110098941.html,185.0,亿达云山湖 ,121.98,店长推荐，边户三个阳台稀有户型 自住精装修
2023-03-09,百步亭,104110085067,https://wh.lianjia.com/ershoufang/104110085067.html,177.5,长投景城汉口年华 ,87.25,出小区即3号线+公园 总价低 适合一家三代人住
2023-03-09,四新,104110157686,https://wh.lianjia.com/ershoufang/104110157686.html,145.0,新城璟棠 ,96.18,老证税费少，高楼层视野开阔，户型方正，南北通透
2023-03-09,白沙洲,104110035948,https://wh.lianjia.com/ershoufang/104110035948.html,179.0,保利新武昌K4地块 ,96.47,中间楼栋，位置好，安静不吵，前后无遮挡，产证满二
2023-03-09,东湖东亭,104110024524,https://wh.lianjia.com/ershoufang/104110024524.html,203.0,福星惠誉东湖城二期 ,93.95,精装三房中间楼层满二看房方便.
2023-03-09,四新,104110033816,https://wh.lianjia.com/ershoufang/104110033816.html,126.8,广电兰亭时代 ,73.5,兰亭时代三房 低总价 诚心出售
2023-03-09,文化大道,104110053050,https://wh.lianjia.com/ershoufang/104110053050.html,126.0,枫泽星都汇 ,96.25,枫泽星都会，精装3房，证满两年，家电齐全，拎包入住
2023-03-09,光谷东,104110059602,https://wh.lianjia.com/ershoufang/104110059602.html,164.0,朗诗里程 ,83.51,好楼层 精装修 视野好 好楼栋
2023-03-09,后湖,104110115611,https://wh.lianjia.com/ershoufang/104110115611.html,165.0,瑞景天成 ,89.94,12号线地铁口，精装三房，采光无遮
2023-03-09,珞狮南路,104110113237,https://wh.lianjia.com/ershoufang/104110113237.html,169.9,保利心语二期 ,90.94,满二，户型方正，精装三房，业主诚心出售
2023-03-09,百步亭,104110049807,https://wh.lianjia.com/ershoufang/104110049807.html,280.0,银泰御华园 ,112.74,南北向三房，中高楼层可看江，老证随时看房
2023-03-09,珞狮南路,104110064638,https://wh.lianjia.com/ershoufang/104110064638.html,163.0,保利心语三期 ,89.32,地铁口   急售   精装自住三房   满二
2023-03-09,百步亭,104110150603,https://wh.lianjia.com/ershoufang/104110150603.html,229.0,怡和苑南区 ,138.14,产证满五 育才怡康 南北通透 户型方正 电梯房
2023-03-09,王家湾,104110223356,https://wh.lianjia.com/ershoufang/104110223356.html,95.0,玫瑰苑 ,105.5,玫瑰苑3房边户 总价低 保养好 格局方正 满五唯一
2023-03-09,长丰常码头,104110156051,https://wh.lianjia.com/ershoufang/104110156051.html,170.0,远洋汉口公馆 ,100.41,二环边精装三房两卫 品质物业 配套成熟
2023-03-09,徐东,104110180818,https://wh.lianjia.com/ershoufang/104110180818.html,224.0,V7星公馆 ,103.92,徐东大街 岳家嘴 双地铁 次新小区 好房出售
2023-03-09,四新,104110202738,https://wh.lianjia.com/ershoufang/104110202738.html,149.0,新力琥珀园 ,90.04,新力琥珀园 老证 精装修 高区采光好
2023-03-09,杨汊湖,104110193905,https://wh.lianjia.com/ershoufang/104110193905.html,188.0,阳光花园 ,110.56,一梯两户 中间楼层 平层 红领巾一初 老证税低 采光好
2023-03-09,二七,104110181502,https://wh.lianjia.com/ershoufang/104110181502.html,225.0,航天双城 ,92.25,二七滨江朝南两房，楼层好，证满5年有钥随时看房
2023-03-09,白沙洲,104110181254,https://wh.lianjia.com/ershoufang/104110181254.html,156.0,保利上城 ,95.82,地铁口好房 毛坯可塑造 诚心随时看 配套齐全
2023-03-09,王家湾,104110209930,https://wh.lianjia.com/ershoufang/104110209930.html,265.0,南国明珠二期 ,146.71,南国明珠二期 好楼层大3房出售 户型方正老证 保养的好
2023-03-09,光谷东,104110214737,https://wh.lianjia.com/ershoufang/104110214737.html,210.0,MOMA焕城 ,104.92,诚心出售，带车位，满2年，边户，中高楼层，采光充足
2023-03-09,四新,104110173026,https://wh.lianjia.com/ershoufang/104110173026.html,108.0,太子水榭 ,106.76,纯边户，全明户型，可塑性强，中间楼层，拎包入住
2023-03-09,中南丁字桥,104110233025,https://wh.lianjia.com/ershoufang/104110233025.html,325.0,中南一路测绘局宿舍 ,69.23,中南一路50号：湖北省测绘局宿舍 南北通透大两房 急售
2023-03-09,堤角,104110214189,https://wh.lianjia.com/ershoufang/104110214189.html,135.8,幸福湾星润 ,89.25,小区绿化好环境优美居住舒适老证税费少地铁
2023-03-09,塔子湖,104110233697,https://wh.lianjia.com/ershoufang/104110233697.html,208.0,日月星城 ,119.34,地铁口 邻永旺 二环边 通透老证三房 带暖气
